radius_mean,texture_mean,smoothness_mean,concavity_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,compactness_worst,concave points_worst,symmetry_worst,fractal_dimension_worst,diagnosis
11.7,19.11,0.08814,0.01583,0.1936,0.06128,0.1601,1.43,0.006064,0.00911,0.01042,0.007638,0.02349,0.001661,0.1087,0.05741,0.3487,0.06958,1
14.61,15.69,0.07618,0.01447,0.1632,0.05255,0.316,0.9115,0.005031,0.006021,0.005325,0.006324,0.01494,0.0008948,0.07087,0.05813,0.253,0.05695,1
12.76,13.37,0.08794,0.04052,0.1601,0.0614,0.3265,0.6594,0.006494,0.02768,0.03137,0.01069,0.01731,0.004392,0.2208,0.08411,0.2564,0.08253,1
11.54,10.72,0.08597,0.01367,0.1833,0.061,0.1312,0.3602,0.004124,0.0134,0.01003,0.004667,0.02032,0.001952,0.1626,0.04715,0.339,0.07434,1
8.597,18.6,0.1074,0.0,0.2163,0.07359,0.3368,2.777,0.02075,0.01403,0.0,0.0,0.06146,0.00682,0.07767,0.0,0.3142,0.08116,1
12.49,16.85,0.08511,0.004473,0.1215,0.05673,0.1716,0.7151,0.004928,0.003012,0.00262,0.00339,0.01393,0.001344,0.04953,0.02784,0.1917,0.06174,1
12.18,14.08,0.07734,0.01123,0.1673,0.05649,0.2113,0.5996,0.005343,0.005767,0.01123,0.005051,0.01977,0.0009502,0.05332,0.01852,0.2293,0.06037,1
18.22,18.87,0.09746,0.113,0.1807,0.05664,0.4041,0.5503,0.004821,0.01659,0.02408,0.01143,0.01275,0.002451,0.2763,0.1776,0.2812,0.08198,0
9.042,18.9,0.09968,0.1975,0.233,0.08743,0.4653,1.911,0.009845,0.0659,0.1027,0.02527,0.03491,0.007877,0.3748,0.1145,0.3135,0.1055,1
12.43,17.0,0.07557,0.01342,0.1472,0.05561,0.3778,2.2,0.007357,0.01079,0.009959,0.0112,0.03433,0.002961,0.04712,0.02832,0.1901,0.05932,1
10.25,16.18,0.1061,0.06726,0.1743,0.07279,0.3677,1.471,0.01049,0.04265,0.04004,0.01544,0.02719,0.007596,0.236,0.09744,0.2608,0.09702,1
20.16,19.66,0.0802,0.1155,0.1928,0.05096,0.5925,0.6863,0.004536,0.01376,0.02645,0.01247,0.02193,0.001589,0.1537,0.1425,0.3055,0.05933,0
12.86,13.32,0.1134,0.038,0.1543,0.06476,0.2212,1.042,0.00591,0.02016,0.01902,0.01011,0.01202,0.003107,0.2231,0.1155,0.2382,0.08553,1
20.34,21.51,0.117,0.2565,0.2569,0.0667,0.5702,1.023,0.005485,0.02431,0.0319,0.01369,0.02768,0.003345,0.4492,0.2685,0.5558,0.1024,0
12.2,15.21,0.08673,0.01994,0.1638,0.06129,0.2575,0.8073,0.005403,0.01418,0.01051,0.005142,0.01333,0.002065,0.1928,0.05556,0.2661,0.07961,1
12.67,17.3,0.1028,0.03193,0.1707,0.05984,0.21,0.9505,0.006809,0.009514,0.01329,0.006474,0.02057,0.001784,0.1212,0.05602,0.2688,0.06888,1
14.11,12.88,0.09309,0.01765,0.1373,0.057,0.2571,1.081,0.006692,0.01132,0.005717,0.006627,0.01416,0.002476,0.1109,0.0589,0.21,0.07083,1
12.03,17.93,0.07683,0.001546,0.1382,0.0607,0.2335,0.9097,0.004729,0.006887,0.001184,0.003951,0.01466,0.001755,0.0739,0.02796,0.2171,0.07037,1
16.27,20.71,0.1169,0.1478,0.1948,0.06277,0.4375,1.232,0.006697,0.02083,0.03248,0.01392,0.01536,0.002789,0.2947,0.1583,0.3103,0.082,0
16.26,21.88,0.1165,0.1799,0.1869,0.06532,0.5706,1.457,0.01056,0.03756,0.05839,0.01186,0.04022,0.006187,0.2116,0.1047,0.2736,0.07953,0
16.03,15.51,0.09491,0.1204,0.1782,0.05976,0.3371,0.7476,0.005839,0.03245,0.03715,0.01459,0.01467,0.003121,0.4478,0.1981,0.3019,0.09124,0
12.98,19.35,0.09579,0.07107,0.1761,0.0654,0.2684,0.5664,0.005727,0.03255,0.04393,0.009811,0.02751,0.004572,0.3253,0.09858,0.3596,0.09166,1
11.22,19.86,0.1054,0.005006,0.194,0.06028,0.2976,1.966,0.01289,0.01104,0.003297,0.004967,0.04243,0.001963,0.09669,0.02022,0.3292,0.06522,1
11.25,14.78,0.08306,0.0009737,0.1773,0.06081,0.2144,0.9961,0.005617,0.007124,0.0009737,0.002941,0.017,0.00203,0.09794,0.01667,0.2815,0.07418,1
12.3,19.02,0.08313,0.007756,0.1539,0.05945,0.184,1.532,0.007881,0.008432,0.007004,0.006522,0.01939,0.002222,0.09052,0.03983,0.2554,0.07207,1
17.06,21.0,0.1119,0.1508,0.1727,0.06071,0.8161,2.129,0.006455,0.01797,0.04502,0.01744,0.01829,0.003733,0.2053,0.1827,0.2623,0.07599,0
12.99,14.23,0.09462,0.03738,0.1652,0.07238,0.1814,0.6412,0.005231,0.02305,0.03113,0.007315,0.01639,0.005701,0.1975,0.0585,0.2432,0.1009,1
18.77,21.43,0.09116,0.106,0.1953,0.06083,0.6422,1.53,0.007548,0.03897,0.03914,0.01816,0.02168,0.004445,0.4827,0.2048,0.3679,0.0987,0
10.05,17.53,0.1007,0.02511,0.189,0.06331,0.2619,2.015,0.007803,0.01449,0.0169,0.008043,0.021,0.002778,0.1402,0.06499,0.2894,0.07664,1
23.51,24.27,0.1069,0.2308,0.1797,0.05506,1.009,0.9245,0.006292,0.01971,0.03582,0.01301,0.01479,0.003118,0.2678,0.2089,0.2593,0.07738,0
14.42,16.54,0.09751,0.08007,0.1912,0.06412,0.3491,0.7706,0.004577,0.03053,0.0384,0.01243,0.01873,0.003373,0.3371,0.1414,0.3053,0.08764,1
9.606,16.84,0.08481,0.08422,0.2036,0.07125,0.1844,0.9429,0.005954,0.03471,0.05028,0.00851,0.0175,0.004031,0.3416,0.0812,0.2982,0.09825,1
11.06,14.96,0.1033,0.05397,0.1776,0.06907,0.1601,0.8225,0.007416,0.01877,0.02758,0.0101,0.02348,0.002917,0.221,0.1075,0.3301,0.0908,1
19.68,21.68,0.09797,0.1863,0.2082,0.05715,0.6226,2.284,0.004756,0.03368,0.04345,0.01806,0.03756,0.003288,0.3458,0.2255,0.4045,0.07918,0
11.71,15.45,0.115,0.04006,0.2009,0.06506,0.3446,0.7395,0.009536,0.01097,0.01651,0.01121,0.01953,0.0031,0.1115,0.07864,0.2765,0.07806,1
10.26,14.71,0.09882,0.03581,0.1633,0.07005,0.338,2.509,0.01736,0.04671,0.02611,0.01296,0.03675,0.006758,0.1636,0.04074,0.2434,0.08488,1
12.06,18.9,0.08386,0.00751,0.1555,0.06048,0.243,1.152,0.00718,0.01096,0.005832,0.005495,0.01982,0.002754,0.1352,0.05093,0.288,0.08083,1
14.76,14.74,0.08875,0.04608,0.1521,0.05912,0.3428,0.3981,0.004732,0.01506,0.01855,0.01067,0.02163,0.002783,0.2009,0.1251,0.3109,0.08187,1
11.47,16.03,0.09076,0.02587,0.1634,0.06372,0.1707,0.7615,0.009191,0.008548,0.0094,0.006315,0.01755,0.003009,0.112,0.06548,0.2851,0.08763,1
11.95,14.96,0.1158,0.01171,0.2459,0.06581,0.361,1.05,0.0058,0.02417,0.007816,0.01052,0.02734,0.003114,0.1885,0.04766,0.3124,0.0759,1
11.66,17.07,0.07561,0.008306,0.1671,0.05731,0.3534,0.6724,0.006583,0.006991,0.005949,0.006296,0.02216,0.002668,0.06476,0.04262,0.2731,0.06825,1
15.75,19.22,0.1243,0.2914,0.2375,0.07603,0.5204,1.324,0.009329,0.06559,0.09953,0.02283,0.05543,0.00733,0.5046,0.2135,0.4245,0.105,0
25.73,17.46,0.1149,0.3368,0.1956,0.06121,0.9948,0.8509,0.006369,0.04243,0.04266,0.01508,0.02335,0.003385,0.5937,0.2756,0.369,0.08815,0
15.08,25.74,0.1024,0.1235,0.1647,0.06464,0.6534,1.506,0.01052,0.02431,0.04912,0.01746,0.0212,0.004867,0.2356,0.1526,0.2654,0.09438,0
11.14,14.07,0.07274,0.04505,0.169,0.06083,0.4222,0.8092,0.005541,0.03387,0.04505,0.01471,0.03102,0.004831,0.1256,0.03922,0.2576,0.07018,1
12.56,19.07,0.0876,0.103,0.1533,0.06184,0.3602,1.478,0.009853,0.04235,0.06271,0.01966,0.02639,0.004205,0.2002,0.09265,0.2121,0.07188,1
13.05,18.59,0.1082,0.09603,0.2035,0.06501,0.3106,1.51,0.007807,0.03932,0.05112,0.01876,0.0286,0.005715,0.2658,0.1258,0.3113,0.08317,1
13.87,16.21,0.08743,0.01502,0.1424,0.05883,0.2543,1.363,0.005638,0.007939,0.005254,0.006042,0.01544,0.002087,0.1008,0.05556,0.2362,0.07113,1
8.878,15.49,0.08293,0.04721,0.193,0.06621,0.5381,1.2,0.01093,0.02899,0.03214,0.01506,0.02837,0.004174,0.1248,0.04762,0.2434,0.07431,1
9.436,18.32,0.1009,0.0271,0.1506,0.06959,0.5079,1.247,0.006836,0.008982,0.02348,0.006565,0.01942,0.002713,0.1049,0.05052,0.2454,0.08136,1
12.54,18.07,0.07436,0.001194,0.1528,0.05185,0.3511,0.9527,0.005783,0.004693,0.0007929,0.003617,0.02043,0.001058,0.04327,0.01635,0.2233,0.05521,1
13.3,21.57,0.08582,0.03344,0.1815,0.05696,0.2621,1.539,0.005498,0.02045,0.01795,0.006399,0.01829,0.001956,0.1667,0.05614,0.2637,0.06658,1
12.76,18.84,0.09676,0.02688,0.1759,0.06183,0.2213,1.285,0.005608,0.01646,0.01529,0.009997,0.01909,0.002133,0.1839,0.08312,0.2744,0.07238,1
16.5,18.29,0.09686,0.05862,0.1495,0.05593,0.3389,1.439,0.007257,0.01805,0.01832,0.01033,0.01694,0.002001,0.1679,0.09123,0.2394,0.06469,1
13.4,16.95,0.07937,0.02181,0.165,0.05701,0.1584,0.6124,0.004394,0.0125,0.01451,0.005484,0.01291,0.002074,0.1676,0.06987,0.2741,0.07582,1
20.44,21.78,0.0915,0.09799,0.1618,0.05557,0.5781,0.9168,0.006208,0.01906,0.02375,0.01461,0.01445,0.001906,0.2376,0.1765,0.2609,0.06735,0
20.2,26.83,0.09905,0.1641,0.1875,0.0602,0.9761,1.892,0.008439,0.04674,0.05904,0.02536,0.0371,0.004286,0.3416,0.2152,0.3271,0.07632,0
12.21,18.02,0.09231,0.04392,0.1695,0.05916,0.2527,0.7786,0.005833,0.01388,0.02,0.007087,0.01938,0.00196,0.217,0.08829,0.3218,0.0747,1
21.71,17.25,0.09384,0.1168,0.1717,0.05054,1.207,1.051,0.005568,0.01112,0.02096,0.01197,0.01263,0.001803,0.1628,0.182,0.251,0.06494,0
22.01,21.9,0.1063,0.2448,0.1824,0.0614,1.008,0.6999,0.003978,0.02821,0.03576,0.01471,0.01518,0.003796,0.3885,0.2432,0.2741,0.08574,0
16.35,23.29,0.09742,0.1811,0.2175,0.06218,0.4312,1.022,0.005635,0.03917,0.06072,0.01656,0.03197,0.004085,0.4665,0.2248,0.4824,0.09614,0
15.19,13.21,0.07963,0.03393,0.1721,0.05544,0.1783,0.4125,0.005012,0.01485,0.01551,0.009155,0.01647,0.001767,0.1737,0.08178,0.2487,0.06766,1
21.37,15.1,0.1001,0.1932,0.1973,0.06183,0.3414,1.309,0.004426,0.02675,0.03437,0.01343,0.01675,0.004367,0.284,0.1966,0.273,0.08666,0
20.64,17.35,0.09446,0.1527,0.1571,0.05478,0.6137,0.6575,0.006211,0.01895,0.02681,0.01232,0.01276,0.001711,0.3055,0.2112,0.2689,0.07055,0
13.69,16.07,0.08302,0.02556,0.1872,0.05669,0.1705,0.5066,0.00423,0.01587,0.01169,0.006335,0.01943,0.002177,0.2096,0.06987,0.3323,0.07701,1
16.17,16.07,0.0988,0.06651,0.199,0.06572,0.1745,0.489,0.00451,0.01812,0.01951,0.01196,0.01934,0.003696,0.255,0.1251,0.3153,0.0896,1
10.57,20.22,0.09073,0.228,0.2188,0.0845,0.1115,1.231,0.008499,0.07643,0.1535,0.02919,0.01617,0.0122,0.3619,0.1465,0.2597,0.12,1
13.46,28.21,0.07517,0.01271,0.1421,0.05763,0.1689,1.15,0.004942,0.01203,0.007508,0.005179,0.01442,0.001684,0.1457,0.05781,0.2694,0.07061,1
13.66,15.15,0.08268,0.04249,0.1792,0.05897,0.1402,0.5417,0.005212,0.02984,0.02443,0.008356,0.01818,0.004868,0.3104,0.1054,0.3387,0.09638,1
11.08,18.83,0.1216,0.1689,0.2196,0.0795,0.2114,1.027,0.007405,0.04549,0.04588,0.01339,0.01738,0.004435,0.9379,0.2524,0.4154,0.1403,0
11.27,12.96,0.1237,0.079,0.2018,0.06914,0.2562,0.9858,0.006635,0.01777,0.02101,0.01164,0.02108,0.003721,0.2429,0.1318,0.3343,0.09215,1
11.04,14.93,0.07987,0.03546,0.2003,0.06246,0.1642,1.031,0.005296,0.01903,0.01723,0.00696,0.0188,0.001941,0.1982,0.06754,0.3202,0.07287,1
12.05,22.72,0.06935,0.07943,0.1203,0.06659,0.1194,1.434,0.005042,0.0456,0.04305,0.01667,0.0247,0.007358,0.3214,0.1092,0.2191,0.09349,1
12.39,17.48,0.1042,0.05892,0.1779,0.06588,0.2608,0.873,0.006715,0.03705,0.04757,0.01051,0.01838,0.006884,0.3593,0.09804,0.2819,0.1118,1
13.28,13.72,0.08363,0.05077,0.1617,0.05594,0.1833,0.5308,0.004271,0.02073,0.02828,0.008468,0.01461,0.002613,0.2685,0.09173,0.2736,0.0732,1
14.6,23.29,0.08682,0.0839,0.1627,0.05416,0.4157,1.627,0.008312,0.01742,0.03389,0.01576,0.0174,0.002871,0.1581,0.1359,0.2477,0.06836,0
12.21,14.09,0.08108,0.06839,0.1646,0.06154,0.2666,0.8309,0.004405,0.03026,0.04344,0.01087,0.01921,0.004622,0.2431,0.0914,0.2677,0.08824,1
13.88,16.16,0.07026,0.02045,0.1607,0.05474,0.2541,0.6218,0.003728,0.01415,0.01988,0.007016,0.01647,0.00197,0.1233,0.04537,0.2542,0.06623,1
11.27,15.5,0.08365,0.1007,0.181,0.07252,0.3305,1.067,0.01038,0.06669,0.09472,0.02047,0.01219,0.01233,0.2809,0.08272,0.2157,0.1043,1
19.55,23.21,0.101,0.1856,0.1989,0.05884,0.6107,2.836,0.01124,0.04097,0.07469,0.03441,0.02768,0.00624,0.2414,0.1825,0.2576,0.07602,0
10.26,12.22,0.09996,0.01923,0.18,0.06569,0.1911,0.5477,0.005682,0.01365,0.008496,0.006929,0.01938,0.002371,0.165,0.06696,0.2937,0.07722,1
8.734,16.84,0.1039,0.0,0.1985,0.07098,0.5169,2.079,0.01582,0.01966,0.0,0.0,0.01865,0.006736,0.131,0.0,0.2445,0.08865,1
15.49,19.97,0.116,0.1891,0.1929,0.06744,0.647,1.331,0.007269,0.02928,0.04972,0.01639,0.01852,0.004232,0.3913,0.2121,0.3187,0.1019,0
21.61,22.28,0.1167,0.281,0.2162,0.06606,0.6242,0.9209,0.005215,0.03726,0.04718,0.01288,0.02045,0.004028,0.5717,0.2422,0.3828,0.1007,0
12.1,17.72,0.1029,0.04783,0.1937,0.06161,0.2841,1.652,0.008146,0.01631,0.01843,0.007513,0.02015,0.001798,0.1773,0.06266,0.3049,0.07081,1
14.06,17.18,0.08045,0.02681,0.1641,0.05764,0.1504,1.685,0.005371,0.01273,0.01132,0.009155,0.01719,0.001444,0.1231,0.07911,0.2523,0.06609,1
13.51,18.89,0.1059,0.0858,0.1806,0.06079,0.2136,1.332,0.005442,0.01957,0.03304,0.01367,0.01315,0.002464,0.257,0.1453,0.2666,0.07686,1
12.8,17.46,0.08044,0.0739,0.1574,0.0575,0.3639,1.265,0.005421,0.03477,0.04545,0.01384,0.01869,0.004067,0.1812,0.08296,0.1988,0.07053,1
11.06,14.83,0.07741,0.02712,0.1535,0.06214,0.1855,0.6881,0.004259,0.01469,0.0194,0.004168,0.01191,0.003537,0.1879,0.05556,0.259,0.09158,1
11.8,17.26,0.09087,0.02853,0.1847,0.06019,0.3438,1.14,0.005463,0.01964,0.02079,0.005398,0.01477,0.003071,0.1726,0.05356,0.2779,0.08121,1
17.91,21.02,0.123,0.3189,0.2113,0.07115,0.403,0.7747,0.007159,0.03718,0.06165,0.01051,0.01591,0.005099,0.5917,0.1964,0.3245,0.1198,0
11.93,10.91,0.08872,0.02606,0.1601,0.05541,0.2522,1.045,0.006175,0.01204,0.01376,0.005832,0.01096,0.001857,0.1575,0.06876,0.246,0.07262,1
12.96,18.29,0.07351,0.04057,0.1874,0.05899,0.2357,1.299,0.003629,0.03713,0.03452,0.01065,0.02632,0.003705,0.2318,0.06608,0.3207,0.07247,1
12.94,16.17,0.09879,0.03296,0.1735,0.062,0.1458,0.905,0.002887,0.01285,0.01613,0.007308,0.0187,0.001972,0.1958,0.08388,0.3297,0.07834,1
12.34,14.95,0.08682,0.02109,0.1571,0.05708,0.3833,0.9078,0.007702,0.008491,0.01307,0.0103,0.0297,0.001432,0.06744,0.04793,0.2298,0.05974,1
10.94,18.59,0.1004,0.04944,0.1486,0.06615,0.3796,1.743,0.009519,0.02134,0.0199,0.01155,0.02079,0.002701,0.1644,0.07887,0.2251,0.07732,1
16.14,14.86,0.09495,0.055,0.1735,0.05875,0.2387,0.6372,0.003958,0.01246,0.01831,0.008747,0.015,0.001621,0.1722,0.1129,0.2778,0.07012,1
12.85,21.37,0.07551,0.06126,0.158,0.06114,0.4993,1.798,0.006011,0.0448,0.05175,0.01341,0.02669,0.007731,0.1936,0.05601,0.2488,0.08151,1
17.99,20.66,0.1036,0.1201,0.1992,0.06069,0.4537,0.8733,0.007231,0.02772,0.02509,0.0148,0.01414,0.003336,0.3735,0.1974,0.306,0.08503,0
12.27,17.92,0.08685,0.03211,0.1966,0.05597,0.3342,1.781,0.005888,0.0231,0.02059,0.01075,0.02578,0.002267,0.1795,0.09532,0.3455,0.06896,1
11.36,17.57,0.08858,0.02783,0.1601,0.05913,0.1916,1.555,0.005391,0.009947,0.01163,0.005872,0.01341,0.001659,0.1622,0.08698,0.2973,0.07745,1
11.04,16.83,0.1077,0.03046,0.1714,0.0634,0.1967,1.387,0.005158,0.009355,0.01056,0.007483,0.01718,0.002198,0.1482,0.07431,0.2998,0.07881,1
9.397,21.68,0.07969,0.03735,0.1274,0.06724,0.1186,1.182,0.005515,0.02674,0.03735,0.005128,0.01951,0.004583,0.1887,0.02564,0.2376,0.09206,1
14.99,22.11,0.08515,0.06859,0.1944,0.05913,0.3186,1.336,0.004449,0.02808,0.03312,0.01196,0.01906,0.004015,0.3345,0.1308,0.3163,0.09251,1
15.13,29.81,0.0832,0.04686,0.1852,0.05294,0.4681,1.627,0.006831,0.01427,0.02489,0.009087,0.03151,0.00175,0.09866,0.06575,0.3233,0.06165,0
11.89,21.17,0.09773,0.02555,0.2019,0.0629,0.2747,1.203,0.009895,0.03053,0.0163,0.009276,0.02258,0.002272,0.2187,0.08263,0.3075,0.07351,1
9.405,21.7,0.1044,0.02047,0.2025,0.06601,0.4302,2.878,0.01474,0.01674,0.01367,0.008674,0.03044,0.00459,0.1193,0.0377,0.2872,0.08304,1
15.5,21.08,0.112,0.1522,0.2085,0.06864,1.37,1.213,0.008198,0.03889,0.04493,0.02139,0.02018,0.005815,0.4002,0.2134,0.3003,0.1048,0
12.7,12.17,0.08785,0.0236,0.1583,0.06275,0.2253,0.6457,0.006131,0.01263,0.009075,0.008231,0.01713,0.004414,0.1607,0.08224,0.2775,0.09464,1
11.16,21.41,0.1018,0.008955,0.1615,0.06144,0.2865,1.678,0.006908,0.009442,0.006972,0.006159,0.02694,0.00206,0.1108,0.04306,0.2976,0.07123,1
11.57,19.04,0.08546,0.05485,0.2031,0.06267,0.2864,1.44,0.007278,0.02047,0.04447,0.008799,0.01868,0.003339,0.1937,0.06664,0.3035,0.08284,1
14.69,13.98,0.1031,0.145,0.2086,0.07406,0.5462,1.511,0.009976,0.05244,0.05278,0.0158,0.02653,0.005444,0.3635,0.1108,0.2827,0.09208,1
11.61,16.02,0.1088,0.07097,0.1886,0.0632,0.2456,0.7339,0.005884,0.02005,0.02631,0.01304,0.01848,0.001982,0.217,0.1105,0.2787,0.07427,1
13.66,19.13,0.09057,0.09657,0.1848,0.06181,0.2244,0.895,0.00398,0.02809,0.03669,0.01274,0.01581,0.003956,0.3167,0.1407,0.2744,0.08839,1
9.742,19.12,0.1075,0.008934,0.2538,0.07029,0.6965,1.747,0.01307,0.01885,0.006021,0.01052,0.031,0.004225,0.1352,0.04589,0.3196,0.08009,1
10.03,21.28,0.08117,0.00247,0.163,0.06439,0.1851,1.341,0.005724,0.005697,0.002074,0.003527,0.01445,0.002411,0.07094,0.02579,0.2349,0.08061,1
10.48,14.98,0.09816,0.06335,0.1925,0.06915,0.3276,1.127,0.007364,0.03867,0.05263,0.01264,0.02161,0.00483,0.2996,0.0931,0.302,0.09646,1
10.8,21.98,0.08801,0.03614,0.2016,0.05977,0.3077,1.621,0.006543,0.02148,0.02991,0.01045,0.01844,0.00269,0.1696,0.07485,0.2965,0.07662,1
11.13,16.62,0.08151,0.01369,0.1511,0.06148,0.1415,0.9671,0.005883,0.006263,0.009398,0.006189,0.02009,0.002377,0.06219,0.04044,0.2383,0.07083,1
12.72,17.67,0.07896,0.01402,0.1459,0.05544,0.2954,0.8836,0.007337,0.01174,0.005383,0.005623,0.0194,0.00118,0.09605,0.03612,0.2165,0.06025,1
14.9,22.53,0.09947,0.2733,0.2041,0.06898,0.253,0.8749,0.006965,0.06213,0.07926,0.02234,0.01499,0.005784,0.709,0.2475,0.2866,0.1155,0
12.4,17.68,0.1054,0.07741,0.1811,0.07102,0.1767,1.46,0.01,0.03295,0.04861,0.01167,0.02187,0.006005,0.2629,0.0737,0.2556,0.09359,1
20.18,19.54,0.1133,0.2133,0.1724,0.06053,0.4331,1.001,0.009087,0.02715,0.05546,0.0191,0.02451,0.004005,0.2942,0.2173,0.3032,0.08075,0
18.82,21.97,0.1018,0.1594,0.1943,0.06132,0.8191,1.931,0.008074,0.04088,0.05321,0.01834,0.02383,0.004515,0.3463,0.1708,0.3007,0.08314,0
14.86,16.94,0.08924,0.03346,0.1573,0.05703,0.3028,0.6683,0.005756,0.01665,0.01461,0.008281,0.01551,0.002168,0.155,0.07971,0.2525,0.06827,1
13.98,19.62,0.106,0.1126,0.1669,0.06544,0.2208,0.9533,0.005314,0.01791,0.02185,0.009567,0.01223,0.002846,0.3568,0.1827,0.3179,0.1055,0
12.87,19.54,0.09136,0.01797,0.1861,0.06347,0.3665,0.7693,0.00591,0.01362,0.007066,0.006502,0.02223,0.002378,0.1652,0.06384,0.3313,0.07735,1
14.04,15.98,0.08458,0.03534,0.1714,0.05898,0.3892,1.046,0.007976,0.01295,0.01608,0.009046,0.02005,0.00283,0.1252,0.07453,0.2725,0.07234,1
13.85,19.6,0.08684,0.01342,0.1555,0.05673,0.3419,1.678,0.005836,0.01095,0.005812,0.007039,0.02014,0.002326,0.1141,0.0589,0.2513,0.06911,1
14.02,15.66,0.07966,0.02087,0.1589,0.05586,0.2142,0.6549,0.004837,0.009238,0.009213,0.01076,0.01171,0.002104,0.1017,0.08216,0.2136,0.0671,1
10.97,17.2,0.08915,0.09457,0.1489,0.0664,0.2574,1.376,0.008565,0.04638,0.0643,0.01768,0.01516,0.004976,0.4082,0.1555,0.254,0.09532,1
17.27,25.42,0.08331,0.1204,0.1467,0.05407,0.51,1.679,0.008109,0.04308,0.04942,0.01742,0.01594,0.003739,0.4122,0.1739,0.25,0.07944,0
13.78,15.79,0.08817,0.01055,0.1405,0.05848,0.3563,0.4833,0.006432,0.01156,0.007741,0.005657,0.01227,0.002564,0.1071,0.03312,0.1859,0.0681,1
10.57,18.32,0.08142,0.01993,0.2372,0.05768,0.1818,2.542,0.01072,0.01331,0.01993,0.01111,0.01717,0.004492,0.06542,0.02222,0.2699,0.06736,1
18.03,16.85,0.08947,0.109,0.172,0.0578,0.2986,0.5906,0.004117,0.0156,0.02975,0.009753,0.01295,0.002436,0.2666,0.1535,0.2842,0.08225,0
11.99,24.89,0.103,0.05441,0.182,0.0685,0.2623,1.204,0.00832,0.02025,0.02334,0.01665,0.02094,0.003674,0.1822,0.1202,0.2599,0.08251,1
17.75,28.03,0.09997,0.1698,0.1713,0.05916,0.3897,1.077,0.004714,0.02015,0.03697,0.0111,0.01237,0.002556,0.3762,0.197,0.2972,0.09075,0
14.8,17.66,0.09179,0.04069,0.1893,0.05886,0.2204,0.6221,0.004796,0.01171,0.01758,0.006897,0.02254,0.001971,0.1881,0.08308,0.36,0.07285,1
14.53,19.34,0.08388,0.08817,0.1473,0.05746,0.2535,1.354,0.004147,0.02048,0.03379,0.008848,0.01394,0.002327,0.2649,0.09594,0.2471,0.07463,1
21.1,20.52,0.09684,0.1572,0.1554,0.05661,0.6643,1.361,0.005467,0.02075,0.03185,0.01466,0.01029,0.002205,0.3101,0.228,0.2268,0.07425,0
11.87,21.54,0.06613,0.08777,0.1349,0.06612,0.256,1.554,0.006854,0.06063,0.06663,0.01553,0.02354,0.008925,0.3399,0.0875,0.2305,0.09952,1
19.59,25.0,0.1032,0.1655,0.1663,0.05391,0.4674,1.375,0.0119,0.01929,0.04907,0.01499,0.01641,0.001807,0.1845,0.1466,0.2293,0.06091,0
12.0,28.23,0.08437,0.04055,0.1615,0.06104,0.1912,1.705,0.007334,0.02589,0.02941,0.009166,0.01745,0.004302,0.1856,0.07116,0.2447,0.08194,1
14.53,13.98,0.1099,0.06895,0.165,0.06121,0.306,0.7213,0.006133,0.01251,0.01615,0.01136,0.02207,0.003563,0.1478,0.1069,0.2606,0.0781,1
12.62,17.15,0.08583,0.02966,0.1799,0.05826,0.1692,0.6674,0.003888,0.008539,0.01256,0.006888,0.01608,0.001638,0.1517,0.09851,0.327,0.0733,1
13.38,30.72,0.09245,0.02819,0.1375,0.06016,0.3408,1.924,0.005841,0.01246,0.007936,0.009128,0.01564,0.002985,0.1421,0.07763,0.2196,0.07675,1
11.63,29.29,0.09357,0.0716,0.1799,0.06166,0.3135,2.426,0.009861,0.02418,0.04275,0.009215,0.02475,0.002128,0.2031,0.06835,0.2884,0.0722,1
13.21,25.25,0.08791,0.02772,0.1619,0.05584,0.2084,1.35,0.005768,0.008082,0.0151,0.006451,0.01347,0.001828,0.1063,0.06005,0.2444,0.06788,1
13.0,25.13,0.08369,0.01206,0.1667,0.05449,0.2621,1.232,0.006054,0.008974,0.005681,0.006336,0.01215,0.001514,0.1093,0.05921,0.2306,0.06291,1
9.755,28.2,0.07984,0.01541,0.1621,0.05952,0.1781,1.687,0.006588,0.0127,0.0145,0.006104,0.01574,0.002268,0.1109,0.04866,0.2321,0.07211,1
17.08,27.15,0.09898,0.1007,0.1793,0.06281,0.9291,1.152,0.00874,0.02219,0.02721,0.01458,0.02045,0.004417,0.2444,0.1555,0.301,0.0906,0
27.42,26.27,0.1084,0.3635,0.2061,0.05623,2.547,1.306,0.00765,0.05374,0.08055,0.02598,0.01697,0.004558,0.4256,0.2625,0.2641,0.07427,0
14.4,26.99,0.06995,0.03476,0.1707,0.05433,0.2315,0.9112,0.005356,0.01679,0.01971,0.00637,0.01414,0.001892,0.146,0.05563,0.2345,0.06464,1
11.6,18.36,0.08508,0.03367,0.1516,0.05859,0.1816,0.7656,0.006709,0.01701,0.0208,0.007497,0.02124,0.002768,0.1808,0.08288,0.321,0.07863,1
13.17,18.22,0.07466,0.04859,0.1454,0.05549,0.2023,0.685,0.005969,0.01493,0.01564,0.008463,0.01093,0.001672,0.1965,0.1045,0.2235,0.06925,1
13.24,20.13,0.08284,0.101,0.1601,0.06432,0.281,0.8135,0.004929,0.06657,0.07683,0.01368,0.01526,0.008133,0.5646,0.1357,0.2845,0.1249,1
